,strategy
2018-06-19,-0.007888488708005284
2018-06-20,0.00011977550988453205
2018-06-21,0.005186854967929754
2018-06-22,0.005381013901086038
2018-06-25,0.0010163152945643517
2018-06-26,0.002277603489941138
2018-06-27,-0.0011788502831865636
2018-06-28,0.004249554612948492
2018-06-29,-0.008254998892777492
2018-07-02,0.0023224657977029602
2018-07-03,-0.006172244757588367
2018-07-04,0.003405171752995397
2018-07-05,0.005141742652299906
2018-07-06,0.0061677603253554964
2018-07-09,0.0004954126676285036
2018-07-10,0.004522291787969647
2018-07-11,0.001625816651188561
2018-07-12,-0.0019636157235012903
2018-07-13,-0.007125290560916022
2018-07-16,-0.004978374525054635
2018-07-17,0.008612312082733196
2018-07-18,-0.004123749321034621
2018-07-19,-0.0048226073175164684
2018-07-20,-0.0010424781166736782
2018-07-23,0.001655925908115555
2018-07-24,-0.00863563249035126
2018-07-25,0.0018243703321292356
2018-07-26,0.00036209463528100785
2018-07-27,-0.002499602565616528
2018-07-30,0.006174590186256938
2018-07-31,0.0043779294222683835
2018-08-01,-0.0006081143640260677
2018-08-02,0.00256147951659092
2018-08-03,0.007290078875976397
2018-08-06,-0.00311833230416977
2018-08-07,0.0021811275727190377
2018-08-08,0.002392176355699713
2018-08-09,0.0038845804619153457
2018-08-10,-0.0006169578653394595
2018-08-13,0.01155383019971514
2018-08-14,-0.0007703515137466367
2018-08-15,-0.0027092075141876963
2018-08-16,0.0007769209829259823
2018-08-17,-0.0003495473104155747
2018-08-20,0.0024352239825442606
2018-08-21,-0.0027931827628359857
2018-08-22,0.0034456549373485064
2018-08-23,-0.002669927396462926
2018-08-24,-0.006623992432844563
2018-08-27,-0.010930787183284812
2018-08-28,0.006034089282170004
2018-08-29,0.0007285745523053979
2018-08-30,0.0001834787751389206
2018-08-31,0.0019631187324133303
2018-09-03,0.0014967524118649348
2018-09-04,-0.0011288361180168396
2018-09-05,0.0027647066177434714
2018-09-06,-0.00047839132144561616
2018-09-07,0.0012964959389409382
2018-09-10,0.003508942027155936
2018-09-11,0.0003480477991804642
2018-09-12,-0.004051142055019323
2018-09-13,0.005242851464761587
2018-09-14,-0.002971334634779912
2018-09-17,0.0025483559148654
2018-09-18,0.0023508507051561026
2018-09-19,0.003341871030183755
2018-09-20,0.0033722890349333116
2018-09-21,-0.0019758123924491864
2018-09-24,0.0014722230955990449
2018-09-25,-0.0013137713747748275
2018-09-26,0.004110757284212123
2018-09-27,0.0019414272052400182
2018-09-28,0.0010087500631153685
2018-10-01,0.0018001007216705996
2018-10-02,-0.0010736757070871046
2018-10-03,-0.0009471757838048793
2018-10-04,-0.001789662100938561
2018-10-05,-0.0017680034128933785
2018-10-08,-0.005014391729992782
2018-10-09,-0.0005501557337096194
2018-10-10,0.001471837031028777
2018-10-11,0.009366014901158926
2018-10-12,-0.00048386302605155627
2018-10-15,-0.0014489714133045083
2018-10-16,-0.0038372844565115324
2018-10-17,0.0035727910901734612
2018-10-18,-0.004105799619495851
2018-10-19,-0.0035039766057899935
2018-10-22,0.004656861541926211
2018-10-23,0.0014534220989751143
2018-10-24,0.0033786785671779374
2018-10-25,-0.0021978516755815176
2018-10-26,0.0034524056616728757
2018-10-29,0.002090511077033859
